Rank,Recommendation,P(GO) %,Title,Country,Sector,Procurement,Funding Agency,Budget,Days to Deadline,Model Version,Scored At,Source Portal,Source URL
891,NO GO 🔴,0.7%,Guyana One Health Project,Guyana,Health & Life Sciences,GOODS,World Bank,Unknown,13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00435133
892,NO GO 🔴,0.7%,"Travaux de construction et de réhabilitation d'une (01) unité de transformation du riz au profit des coopératives du projet PADFA II, sur le site de Bidim, région de 'Extrême-Nord, au Cameroun",Cameroon,"Construction & Infrastructure, Agriculture & Food Security",WORKS,UNOPS,Unknown,5,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299030
893,NO GO 🔴,0.7%,Supply of Laboratory Equipment (Part CXX)for SES of the Republic of Uzbekistan,Uzbekistan,N/A,GOODS,UNOPS,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299396
894,NO GO 🔴,0.7%,"Supply and delivery of MW Ablation system,Intravascular Lithotripsy System (IVL) and Intravascular Ultrasound System (IVUS) (Part IV) to the Republican Specialized Scientific and Practical Medical Center of Oncology and Radiology in Tashkent, Uzbekistan",Uzbekistan,N/A,GOODS,UNOPS,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299480
895,NO GO 🔴,0.7%,Supply of Laboratory Equipment (Chromatograph & HPLC and GC) for Committee for Sanitary-Epidemiological Welfare and Public Health (SES) of the Republic of Uzbekistan,Uzbekistan,N/A,GOODS,UNOPS,Unknown,20,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299869
896,NO GO 🔴,0.7%,"Supply and delivery of Medical Equipment (Part V) to the Republican Specialized Scientific and Practical Medical Center of Oncology and Radiology in Tashkent, Uzbekistan",Uzbekistan,N/A,GOODS,UNOPS,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299642
897,NO GO 🔴,0.7%,Supply of Laboratory Equipment (Part CXIX) for SES of the Republic of Uzbekistan,Uzbekistan,N/A,GOODS,UNOPS,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299409
898,NO GO 🔴,0.7%,"Supply and delivery of ICU Equipment (Part II) to the Republican Specialized Scientific and Practical Medical Center of Oncology and Radiology in Tashkent, Uzbekistan",Uzbekistan,N/A,GOODS,UNOPS,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299549
899,NO GO 🔴,0.7%,Supply of laboratory equipment (Spectrometric Complexes & Fluorometer & EM Field Strength Meter) for the Committee for Sanitary-Epidemiological Welfare and Public Health (SES) of the Republic of Uzbekistan,Uzbekistan,N/A,GOODS,UNOPS,Unknown,20,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299833
900,NO GO 🔴,0.7%,RFQ for Supply of HDPE Pipes and Fittings to UNOPS in Papua New Guinea,Papua New Guinea,N/A,GOODS,UNOPS,Unknown,4,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299810
901,NO GO 🔴,0.6%,DEMANDE DE DEVIS pour la fourniture et livraison de kits de commerce divers et vente de jus et de glaces 02 lots,Mali,N/A,GOODS,IOM,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299877
902,NO GO 🔴,0.6%,: DEMANDE DE DEVIS pour la fourniture et livraison de kits d’agriculture et élevages ovins en 02 lots,Mali,N/A,GOODS,IOM,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299651
903,NO GO 🔴,0.6%,"For the establishment of one or more Long Term Agreement(s) (LTAs) for the Supply of Refrigeration and Air-conditioning (RAC) Equipm ent, Reclaim Centre Equipment, Laboratory Equipment for Reclaim Centres, Refrigerant Analyzers, Demonstration Units and Ene",Argentina,N/A,GOODS,UNIDO,Unknown,15,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/295769
904,NO GO 🔴,0.6%,ROAS Printing of Braille Business Cards,Lebanon,N/A,GOODS,ILO,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298266
905,NO GO 🔴,0.6%,Requisition for different sizes of PPE Materials for 40 pax during WIND TOT Workshop in Makueni,Kenya,Others,GOODS,ILO,Unknown,5,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299028
906,NO GO 🔴,0.6%,DES Herramientas para la fabricación y el ensamblaje de equipos autocontenidos,Colombia,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,15,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45086
907,NO GO 🔴,0.6%,"Adquisición de ventanas, puertas y mosquiteros para la UNAH",Honduras,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,12,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45149
908,NO GO 🔴,0.6%,Adquisición de: Equipos para los cursos de barismo en Centros INADEH,Panama,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,12,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45078
909,NO GO 🔴,0.6%,Adquisición de mesas de noche,Peru,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,12,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45195
910,NO GO 🔴,0.6%,"Adquiiscion de camas, colchones y percheros",Peru,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,12,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45194
911,NO GO 🔴,0.6%,"Adquisición de cortinas, mesas plegables y tendederos",Peru,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,12,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45192
912,NO GO 🔴,0.6%,Adquisición de Equipos y Herramientas,El Salvador,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,8,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45072
913,NO GO 🔴,0.6%,LTA for the Provision of Refrigerant Tools and Equipment,United States Of America,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,18,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45146
914,NO GO 🔴,0.6%,AQUISIÇÃO DE INSTRUMENTOS DE PERCUSSÃO Tímpanos,Brazil,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,11,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45102
915,NO GO 🔴,0.6%,Adquisición de mobiliario para acondicionar los RCR,Honduras,N/A,GOODS,United Nations Development Programme (UNDP),Unknown,13,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45150
916,NO GO 🔴,0.6%,FOSTERING RESILIENT LEARNING PROJECT,St Maarten,Education & Training,WORKS,World Bank,Unknown,6,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00433543
917,NO GO 🔴,0.6%,Auction Notice- sale of UNICEF 2 Soft Skin Vehicles (MV05 and MV06)_EM_JW,Multiple Destinations,N/A,GOODS,UNICEF,Unknown,9,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299986
918,NO GO 🔴,0.6%,"Generate reliable, up-to-date, and procurement-oriented market intelligence to support UNICEF’s supply planning and sourcing decisions in Gaza",Palestine,N/A,GOODS,UNICEF,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299884
919,NO GO 🔴,0.6%,Integrated Water Management and Development Project,Uganda,"Water, Sanitation & Waste",GOODS,World Bank,Unknown,41,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440945
920,NO GO 🔴,0.6%,Реконструкция здания медицинской лаборатории с перепланировкой в г. Алматы,Kazakhstan,Construction & Infrastructure,WORKS,United Nations Development Programme (UNDP),Unknown,15,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44845
921,NO GO 🔴,0.6%,Re-advertisement_LRFQ-2026-9203804_Tires for UNICEF vehicles (ONLY for companies registered in Ukraine),Ukraine,N/A,GOODS,UNICEF,Unknown,5,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299758
922,NO GO 🔴,0.6%,Electricity Sector Modernization and Sustainability Project,Kyrgyz Republic,Energy & Utilities,GOODS,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440500
923,NO GO 🔴,0.6%,Electricity Sector Modernization and Sustainability Project,Kyrgyz Republic,Energy & Utilities,GOODS,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440574
924,NO GO 🔴,0.6%,"Request for expression of interest for the provision of installation, testing and commissioning services for a laboratory fume hood extraction system in Maputo, Mozambique",Mozambique,Mining & Natural Resources,WORKS,UN Secretariat,Unknown,9,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299098
925,NO GO 🔴,0.6%,Electricity Sector Modernization and Sustainability Project,Kyrgyz Republic,Energy & Utilities,GOODS,World Bank,Unknown,13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440587
926,NO GO 🔴,0.6%,Construction works for capacity enhancement at Oinofyta accommodation site in Greece,Greece,N/A,WORKS,IOM,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299566
927,NO GO 🔴,0.6%,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,Bangladesh,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,9,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00436643
928,NO GO 🔴,0.6%,RFQ – Supply of Hygiene Items (Soaps and Feminine Pads),Burundi,N/A,GOODS,IOM,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299885
929,NO GO 🔴,0.6%,Purchase and delivery of three (3) fuel dispensers for International Organization for Migration Burundi,Burundi,N/A,GOODS,IOM,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299875
930,NO GO 🔴,0.6%,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,Bangladesh,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,9,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00436627
931,NO GO 🔴,0.6%,Design documentation and installation of modular boiler house in Korop UKRAINE,Ukraine,N/A,WORKS,IOM,Unknown,15,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299479
932,NO GO 🔴,0.6%,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,Bangladesh,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,9,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00436648
933,NO GO 🔴,0.6%,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,Bangladesh,Social Protection & Poverty Reduction,GOODS,World Bank,Unknown,9,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00436620
934,NO GO 🔴,0.6%,Lámina y cedazo para cosechadores de agua,Guatemala,N/A,WORKS,FAO,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299446
935,NO GO 🔴,0.6%,Nurturing Excellence in Higher Education Program for Results,Nepal,Education & Training,GOODS,World Bank,Unknown,16,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440233
936,NO GO 🔴,0.6%,136758 Horno de convección forzada,Guatemala,N/A,WORKS,FAO,Unknown,15,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299943
937,NO GO 🔴,0.5%,"TZA26EOI003: PRE-QUALIFICATION OF SUPPLIERS FOR FOOD COMMODITIES (CEREALS, PULSES AND SALT) 2026-2027",United Republic of Tanzania,N/A,GOODS,WFP,Unknown,22,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299830
938,NO GO 🔴,0.5%,East Africa Girls' Empowerment and Resilience,Southwest Indian Ocean,Others,GOODS,World Bank,Unknown,14,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439828
939,NO GO 🔴,0.5%,El Salvador Transport and Resilient Infrastructure Project,El Salvador,Transport & Logistics,WORKS,World Bank,Unknown,15,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00435141
940,NO GO 🔴,0.5%,East Africa Girls' Empowerment and Resilience,Southwest Indian Ocean,Others,GOODS,World Bank,Unknown,14,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439838
941,NO GO 🔴,0.5%,AMI Préqualification Central African Republic - Travaux d’adduction en eau potable (AEP) du Grand Bangui – Quatre (04) lots,N/A,"Water, Sanitation & Waste",WORKS,African Development Bank (AfDB),Unknown,49,2,2026-05-06,afdb,https://www.afdb.org/en/documents/ami-prequalification-rca-travaux-dadduction-en-eau-potable-aep-du-grand-bangui-quatre-04-lots-predire
942,NO GO 🔴,0.5%,Kyrgyz Republic Air Quality Improvement Project,Kyrgyz Republic,Environment & Climate,GOODS,World Bank,Unknown,16,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441474
943,NO GO 🔴,0.5%,National Health Support Program,Pakistan,Health & Life Sciences,GOODS,World Bank,"7,149 DZD",19,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440881
944,NO GO 🔴,0.5%,Regional Sahel Pastoralism Support Project II,Western And Central Africa,"Construction & Infrastructure, Agriculture & Food Security",WORKS,World Bank,"1,500 XOF",13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00438717
945,NO GO 🔴,0.5%,Supply and Delivery of Sargassum Booms for Barbados and the Eastern Caribbean,Barbados,Others,GOODS,United Nations Development Programme (UNDP),Unknown,2,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44896
946,NO GO 🔴,0.5%,Cold Storage for Vaterniery Vaccine Quetta 26-166,Pakistan,Health & Life Sciences,GOODS,FAO,Unknown,12,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299341
947,NO GO 🔴,0.5%,Establishment of a Long Term Agreement for the provision of Finished Pharmaceutical Products (FPPs) to the United Nations Interim Security Force for Abyei (UNISFA),Sudan,Health & Life Sciences,GOODS,UN Secretariat,Unknown,21,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299292
948,NO GO 🔴,0.5%,PMS-26-01859-RFP - Entretien des aménagements paysagers,Switzerland,N/A,WORKS,WIPO,Unknown,26,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299704
949,NO GO 🔴,0.5%,"Public Key Infrastructure Replacement, Migration, and managed Support Services",Austria,N/A,WORKS,CTBTO,Unknown,21,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299569
950,NO GO 🔴,0.5%,Prime Location next to the United Nations - Geneva Emplacement privilégié à côté des Nations Unies – Genève,Switzerland,N/A,WORKS,UN Secretariat,Unknown,24,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299638
951,NO GO 🔴,0.5%,Food and non-food supply to UN City Copenhagen Canteen,Denmark,Others,GOODS,United Nations Development Programme (UNDP),Unknown,12,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44993
952,NO GO 🔴,0.5%,PAF x Procurement of Laptop Computers,Cambodia,N/A,GOODS,FAO,Unknown,12,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299844
953,NO GO 🔴,0.5%,Fodder Seeds (Alfalfa),Syrian Arab Republic,N/A,GOODS,FAO,Unknown,10,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299370
954,NO GO 🔴,0.5%,"Supply, Delivery and Installation of 8 900 Units of Micro Solar Dryers in Afghanistan",Afghanistan,Energy & Utilities,WORKS,FAO,Unknown,5,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299121
955,NO GO 🔴,0.5%,"APPEL D'OFFRES NATIONA POUR L'ACHAT LIVRAISON SUR SITES D’EQUIPEMENTS, DE MATERIELS ET OUTILLAGES AGRICOLES, DES SEMENCES MARAICHERES ET DES ENGRAIS",Guinea,Others,GOODS,FAO,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299125
956,NO GO 🔴,0.5%,"ACQUISITION DE TROIS TRACTEURS, TROIS CHARRUES A DISQUES ET TROIS REMORQUES - GCP/PRC/021/GCF",Congo,Others,GOODS,FAO,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299109
957,NO GO 🔴,0.5%,Procurement of Fish Feed & Chicken Feed,Bangladesh,N/A,GOODS,FAO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299731
958,NO GO 🔴,0.5%,"Supply, Installation and Training of Water Quality Testing Equipment",Kenya,"Water, Sanitation & Waste",WORKS,IOM,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299191
959,NO GO 🔴,0.5%,Procurement of Refurbishment work at project office,Bangladesh,N/A,GOODS,FAO,Unknown,7,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299729
960,NO GO 🔴,0.5%,Aluminum boat supplied with gasoline outboard motor (GCP /UZB/010/GFF. FOLUR Project),Uzbekistan,N/A,GOODS,FAO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299536
961,NO GO 🔴,0.5%,Punjab Urban Land Systems Enhancement Project,Pakistan,Transport & Logistics,GOODS,World Bank,Unknown,8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439985
962,NO GO 🔴,0.5%,(RFI) for Bioremediation and Phytoremediation Testing of POPs-Contaminated Soil in Kyrgyzstan,Kyrgyzstan,Mining & Natural Resources,WORKS,UNOPS,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299235
963,NO GO 🔴,0.5%,"Heavy Machinery rental for rehabilitation of inlets to Amdulwis Haffir, in Renk",South Sudan,Transport & Logistics,WORKS,IOM,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299246
964,NO GO 🔴,0.5%,Construction of the natural based water treatment unit in Malakal for the water,South Sudan,"Water, Sanitation & Waste",WORKS,IOM,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298874
965,NO GO 🔴,0.5%,Procurement of Project Waste Vehicle,Philippines,"Water, Sanitation & Waste",GOODS,United Nations Development Programme (UNDP),Unknown,5,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44904
966,NO GO 🔴,0.5%,RFQ/ Services - Ambient Air Sampling and Laboratory Analysis of Dioxins and Furans Using Ministry-Owned PUF High-Volume Sampler Systems,Lebanon,N/A,GOODS,UNOPS,Unknown,25,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299847
967,NO GO 🔴,0.4%,Pre-Qualification of Bidders on Provision of Fuel Supply to UNDP Yemen-2nd round,Yemen,Mining & Natural Resources,GOODS,United Nations Development Programme (UNDP),Unknown,4,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44561
968,NO GO 🔴,0.4%,Supply of fuel to UNDP and UN Agencies in Tajikistan on long term basis,Tajikistan,Mining & Natural Resources,GOODS,United Nations Development Programme (UNDP),Unknown,8,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44830
