title,portal,current_db_group,predicted_group,decided_by,needs_groq,nlp_gap
136653 - ADQUISICIÓN DE BANDEJAS ALMACIGUERAS PARA LA PRODUCCIÓN DE PLANTAS NATIVAS,ungm,GOODS,GOODS,Layer 1,False,1.0
"Fortalecimiento de capacidades en interculturalidad, género e inclusión laboral para actores del mundo del trabajo en Chile",ungm,Others,CONSULTING,NLP,True,0.0184
Estadísticas de salario en el Cono Sur,ungm,Others,CONSULTING,NLP,True,0.0227
Travaux de construction de toilettes publiques,ungm,WORKS,WORKS,Layer 1,False,1.0
"Fourniture et livraison d'équipements d’entretien des pistes rurales en Haiti divisé en 3 lots : lot 1 : Tractopelles, lot 2 : Camions bennes, lot 3 : Rouleaux compacteurs de 4 tonnes",ungm,NON-CONSULTING,GOODS,Layer 1,False,1.0
Project endline evaluation study ( 26-198),ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
Achat de 20 kits des AVEC,ungm,GOODS,GOODS,Layer 1,False,1.0
Travaux d’aménagement et de réhabilitation des sites de pépinières forestières et de production de plants de caféiers au TOGO,ungm,WORKS,WORKS,Layer 1,False,1.0
"Supply, delivery and installation of Solar Powered Blast Freezer (to be delivered to Binga District) and Battery Energy Storage System (to be delivered to Gache Gache, Kariba)",ungm,WORKS,WORKS,Layer 1,False,1.0
"EXCOL Support for the Development of Drafting Instructions for the Review of the Cooperative Act, 1977",ungm,CONSULTING,CONSULTING,NLP,False,0.0915
136648 - SERVICIO DE CONSTRUCCIÓN Y HABILITACIÓN DE DOS VIVEROS DE PRODUCCIÓN DE ESPECIES NATIVAS - REGIÓN DE O´HIGGINS,ungm,WORKS,GOODS,NLP,False,0.0166
Recrutement d’une équipe d’évaluateurs composée d’un(e) consultant(e) principal(e) et d’un(e) assistant (e) consultant(e) pour conduire l’évaluation finale indépendante du projet RAF21/06/USA en Mauritanie et au Niger,ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
"ITB for Supply, Delivery, and Installation of Greenhouses for Food and Agriculture Organization Ukraine",ungm,WORKS,WORKS,Layer 1,False,1.0
provision of services to build domestic demand for agricultural produce in Malawi aligned with the principles of Ecosystem-based Adaptation (EbA),ungm,Others,GOODS,NLP,False,0.0396
RFQ for the Establishment of a Blanket Purchase Agreement (BPA) for Photography and Videography services in Sierra Leone,ungm,GOODS,NON-CONSULTING,Layer 1,False,1.0
"136633 SISTEMA DE TRATAMIENTO DE EFLUENTES PORCINOS, CAUCA",ungm,Others,GOODS,NLP,False,0.0664
Venue & Catering Services for Capacity Building Workshop for Partner TVET Institutes,ungm,CONSULTING,CONSULTING,NLP,True,0.0252
Poultry and Red Meat,ungm,Others,GOODS,NLP,False,0.0956
MINI RFQ_VISIBILITE DU SIMEX_ INITIE PAR RHB,ungm,Others,GOODS,NLP,False,0.0021
"Provision of Radio-Based Explosive Ordnance Risk Education (EORE) Services in BAY States, Nigeria",ungm,Others,GOODS,NLP,False,0.0171
"Charter Flight on May 13, 2026 , Juba - Rubkona County, Unity State-Juba",ungm,Others,NON-CONSULTING,Layer 1,False,1.0
"Call for External Collaborator to Conduct a Diagnostic Study on Informality, Formalization of the Rural Economy, and Extension of Social Protection in Malawi’s Agriculture Sector",ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
Convocatoria de colaborador externo - Master Trainer para la implementación e institucionalización de las metodologías Think Coop y Start Coop en República Dominicana (OIT),ungm,Others,CONSULTING,NLP,False,0.1073
"Heavy Machinery rental for rehabilitation of inlets to Amdulwis Haffir, in Renk",ungm,WORKS,WORKS,Layer 1,False,1.0
Call for External Collaborator – Quantitative analysis of the social protection extension,ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
PROVISION OF HOTEL SERVICES,ungm,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
Supply of Medical equipment and medical consumables/supplies to support the operational and Government needs of World Health Organization Pakistan,ungm,GOODS,GOODS,Layer 1,False,1.0
"Establishment of Long-Term Agreements (LTAs) for the Supply of Laboratory, Medical, and Solar-Powered Refrigerators, Freezers, and Ultra-Low Temperature Freezers for UN Web Buy Plus",ungm,GOODS,GOODS,Layer 1,False,1.0
(RFI) for Bioremediation and Phytoremediation Testing of POPs-Contaminated Soil in Kyrgyzstan,ungm,Others,WORKS,NLP,False,0.0185
Call for an External Collaborator to facilitate a follow-up TRANSFORM training on legal frameworks in Malawi,ungm,Others,CONSULTING,Layer 1,False,1.0
Call for External Collaborators to facilitate the adaptation of training materials and the implementation of a follow up TRANSFORM legal framework module training in Malawi,ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
LRFQ-2026-9203702_Supply of Water Pumps to Hrushivka,ungm,Others,GOODS,Layer 1,False,1.0
"Rehabilitation of One (1) ECHO Conference in Chipata, Eastern Province",ungm,WORKS,WORKS,Layer 1,False,1.0
Purchase of Dignity Kits- Al-Khokha,ungm,GOODS,GOODS,Layer 1,False,1.0
RFQ for Long‑Term Agreement (LTA) - Stationery and Sundries,ungm,GOODS,NON-CONSULTING,NLP,False,0.0356
Adult Diapers,ungm,Others,CONSULTING,NLP,True,0.0022
Call for External Collaborator :: -- Developing a methodology for skills and qualifications comparability,ungm,Others,CONSULTING,Layer 1,False,1.0
Mise en œuvre de l’évaluation finale (Endline) du projet MIONJO,ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
Pre-qualification for the Provision of Engineering Services in Ukraine,ungm,Others,CONSULTING,NLP,True,0.0203
Rental of TV screens + stands for Labour Day celebration - International Labour Organization Doha Office,ungm,Others,NON-CONSULTING,NLP,False,0.1129
"Light RFQ - Providing air tickets for International Labour Organization-VPPA event on industry -training dialogue on training and skills development for Just Transition in Viet Nam’s Pulp and Paper Industry, 14 May 2026",ungm,Others,NON-CONSULTING,Layer 1,False,1.0
Maintenance Works for UNRWA Premises at Damascus Area,ungm,Others,WORKS,Layer 1,False,1.0
Hiring of agency for Strengthening STEM Teaching-Learning among Secondary School Teachers in Tamil Nadu,ungm,CONSULTING,CONSULTING,NLP,False,0.0912
Supply and delivery of Spare Parts-Tires & batteries to UNRWA -Local suppliers only,ungm,GOODS,GOODS,Layer 1,False,1.0
Request for a 1-day conference package for 35 pax in Nairobi on 5th May 2026,ungm,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
Light RFQ Providing air tickets for International Labour Organization-VPPA event on industry -training dialogue on training and skills development for Just Transition in Viet Nam’s Pulp and Paper Industry- May 2026,ungm,Others,NON-CONSULTING,Layer 1,False,1.0
New Shading Shed at Tulkarem Boys#02 School and Tulkarm Girls#01 & #02 Schools for Local Contractors only,ungm,Others,WORKS,NLP,False,0.0783
"Supply, Installation and Training of Water Quality Testing Equipment",ungm,WORKS,WORKS,Layer 1,False,1.0
"The International Labour Organization is procuring an external collaborator to translate the Policy guidelines for the promotion of decent work in recycling from English to Arabic, International Labour Organization DWT/Beirut",ungm,Others,CONSULTING,Layer 1,False,1.0
CONSTRUCTION OF THE LIVESTOCK HANDLING YARD AND METAL FENCE IN YERUU SOUM OF SELENGE AIMAG,ungm,WORKS,WORKS,Layer 1,False,1.0
Call for External Collaborator to prepare policy brief_social protection_ILO_Mongolia,ungm,Others,CONSULTING,Layer 1,False,1.0
"Travaux de Solarisation et de Réhabilitation de la maternité des HGR de Nyunzu et de Kalemie dans la province de Tanganyika, répartis en deux (02) lots distincts",ungm,WORKS,WORKS,Layer 1,False,1.0
HQ Design and Provide Business Development Services (BDS) for Refugees and the Host Community in Greater Cairo and Alexandria,ungm,CONSULTING,NON-CONSULTING,NLP,False,0.0582
"Supply, Delivery and Installation of the Appliances, Furniture & fixtures in training centers Islamabad, Sihala and Quetta , Pakistan",ungm,WORKS,WORKS,Layer 1,False,1.0
RFQ under National Competitive Bidding for Renewal Desktop QuickBooks Enterprise (Platinum) License including Support and Maintenance Services,ungm,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
Procurement of 6/6.6 KVA Solar System for Food and Agriculture Organization Warehouse in Tandojam Sindh,ungm,GOODS,GOODS,Layer 1,False,1.0
supply and delivery of laptops to UNOPS Bangkok Office,ungm,GOODS,GOODS,Layer 1,False,1.0
Servicio de agencia de desarrollo web,ungm,Others,NON-CONSULTING,Layer 1,False,1.0
"Supply, Installation and Delivery of Office Furniture for United Nations Children’s Fund office in Wisma E&C, Damansara Heights, Kuala Lumpur",ungm,WORKS,GOODS,NLP,False,0.0741
Request for Expression of Interest for registering and updating vendors (Goods & Services) for World Food Programme (World Food Programme) SUDAN- Khartoum SDN26EOI004,ungm,GOODS,GOODS,NLP,False,0.0368
"Acquisition des Matériels outils Mecanique Automobile et Plomberie CFTP, Faya,Fada,Amdjar",ungm,GOODS,GOODS,Layer 1,False,1.0
Supply and Install of a Hybrid Solar Power Station for Aden Water Supply System_ Aden Governorate- YEMEN,ungm,GOODS,WORKS,Layer 1,False,1.0
Strengthening Mental Health through Private-Public Partnership in Nepal,ungm,CONSULTING,CONSULTING,NLP,False,0.0447
Microsoft Enterprise Agreement DBS-NSO-26-04-10,ungm,Others,NON-CONSULTING,Layer 1,False,1.0
"Provision of services and works related to refurbishment of the facade in G-1 at the Vienna International Centre, Austria",ungm,WORKS,WORKS,Layer 1,False,1.0
"For the provision of services to identify potential MSME clusters and provide end-to-end handholding support for energy-efficient te chnology deployment through an ESCO-based delivery model under the project ""Promoting Market Transformation for Energy Effi",ungm,Others,CONSULTING,NLP,True,0.0209
IT Services for UNIC Washington DC,ungm,Others,NON-CONSULTING,NLP,False,0.0518
Establishment of a Long Term Agreement for the provision of Finished Pharmaceutical Products (FPPs) to the United Nations Interim Security Force for Abyei (UNISFA),ungm,GOODS,GOODS,NLP,False,0.028
"Request for expression of interest for the provision of installation, testing and commissioning services for a laboratory fume hood extraction system in Maputo, Mozambique",ungm,WORKS,GOODS,NLP,False,0.0958
Beginning Meaningful Conversations (with Parents and Youth),ungm,Others,CONSULTING,NLP,False,0.059
Consultant Climate Risk Insurance Bougainville and Highlands,ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
"Contract for the provision and installation of a new air conditioning system in International Development Law Organization HQ in Rome, Italy",ungm,WORKS,WORKS,NLP,False,0.0409
Portable Gamma Spectrometer for Saudi Arabia,ungm,Others,WORKS,NLP,False,0.0105
TSP for the Development of Gender-Responsive Blended Financing for Agrifood,ungm,CONSULTING,CONSULTING,NLP,False,0.0472
"Capacity Building, Train-the-Trainer (ToT) on Industry 4.0 curricula",ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
SERVICIOS DE CATERING EN DEPARTAMENTO DE COLÓN,ungm,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
"PROVISION OF DUTY FREE (PX) SERVICES to MINURSO, LAAYOUNE",ungm,Others,NON-CONSULTING,NLP,False,0.0665
For the Provision of Services to Develop a Report on Accelerating Cleantech Value Chains in Africa. Project: Africa Trade Competiti veness and Market Access Programme (ATCMAP) -Continental Component (SAP ID: 240112),ungm,CONSULTING,GOODS,NLP,False,0.0253
Digitization of the Birth Registration System,ungm,Others,GOODS,NLP,False,0.0358
Renovation Works at Bahrin Library in Jabalia and Saftawi Health Center in Northern Gaza,ungm,WORKS,WORKS,Layer 1,False,1.0
"Consultancy Services for Climate Adaptation Planning (in Punjab), Capacity Building & Legal Framework Review (KP & Balochistan) and M&E Framework Development for UNEP-Pakistan",ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
Solicitud de cotizacion para la Adquisicion de Materiales de Visibilidad,ungm,GOODS,GOODS,NLP,False,0.0971
EPP-RFQ-HTCO-24319-26-041(IC) Purchase OF SOFTWARE,ungm,GOODS,GOODS,Layer 1,False,1.0
EPP-RFQ-HTCO-25391-26-046(GDV) Achat de motocyclettes,ungm,GOODS,GOODS,Layer 1,False,1.0
"RFQ_Events Management Services, M4C Training in Auki, SI",ungm,CONSULTING,NON-CONSULTING,Layer 1,False,1.0
Supply of 1000 L and 2000 L Rigid Water Tanks as fully detailed in Annex B,ungm,GOODS,GOODS,Layer 1,False,1.0
Provision of hotel services in Mahdia Governorate- Tunisia,ungm,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
NO. RFQ/010/2026 PROVISION OF HPE SERVER CARE PACKAGES FOR UNHCR SERVERS,ungm,Others,NON-CONSULTING,NLP,False,0.0693
INSCRITPION OF MOTOBIKES,ungm,Others,GOODS,NLP,False,0.0541
Provision of HPE Server Care Packages for UNHCR Servers,ungm,Others,NON-CONSULTING,NLP,False,0.039
Media Production Services for UNSMIL Tripoli / Libya,ungm,Others,NON-CONSULTING,Layer 1,False,1.0
RFQ - Design and production of branded visibility materials - Azerbaijan,ungm,GOODS,GOODS,NLP,False,0.0462
136634 - SERVICIOS PARA DESARROLLAR EL DISEÑO CONCEPTUAL DEL MÓDULO DE RESTAURACIÓN PARA EL SISTEMA DE INFORMACIÓN Y MONITOREO DE BIODIVERSIDAD-SIMBIO,ungm,NON-CONSULTING,CONSULTING,NLP,True,0.0131
Supply and Delivery of Medical Waste Containers and Waste Scales for the Queen Elizabeth Hospital (QEH) in Barbados,ungm,GOODS,GOODS,Layer 1,False,1.0
Provision of Car Hire Services in Somalia & Somaliland on Long Term Agreement Basis (PR 26/006),ungm,NON-CONSULTING,NON-CONSULTING,Layer 1,False,1.0
"136632 - SERVICIO PARA VALIDAR LOS INDICADORES SOCIO-ECOLÓGICOS MULTIESCALA Y EL ÍNDICE DE SUSTENTABILIDAD DEL PAISAJE, EN EL PAISAJE PILOTO DEL PROYECTO GEF DE LA REGIÓN DE VALPARAÍSO",ungm,Others,CONSULTING,NLP,False,0.0462
Adquisición de Tanques de Agua Potable,ungm,GOODS,GOODS,Layer 1,False,1.0
"APPEL D'OFFRES NATIONA POUR L'ACHAT LIVRAISON SUR SITES D’EQUIPEMENTS, DE MATERIELS ET OUTILLAGES AGRICOLES, DES SEMENCES MARAICHERES ET DES ENGRAIS",ungm,GOODS,GOODS,Layer 1,False,1.0
Ecosonda científica SIMRAD EK80 Portable y Software Echoview,ungm,Others,CONSULTING,NLP,True,0.0145
"Supply, Delivery and Installation of 8 900 Units of Micro Solar Dryers in Afghanistan",ungm,WORKS,WORKS,Layer 1,False,1.0
Autotronics Graduation Project Materials,ungm,GOODS,GOODS,NLP,False,0.087
"ACQUISITION DE TROIS TRACTEURS, TROIS CHARRUES A DISQUES ET TROIS REMORQUES - GCP/PRC/021/GCF",ungm,GOODS,GOODS,Layer 1,False,1.0
Sewing graduation project Materials 2026,ungm,GOODS,GOODS,NLP,False,0.1007
TEST for RFP,ungm,Others,CONSULTING,NLP,False,0.1084
Transportation of Seeds and Fertilizer (UREA and NPS) in Amhara Region,ungm,GOODS,GOODS,NLP,False,0.0708
"Evaluation and Strengthening of the National and Regional Coffee Roundtables in Brazil (MTE/International Labour Organization), CO-Brasília/FPRW/RBTC",ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
Global Product Licensing Agency Services,ungm,Others,CONSULTING,NLP,True,0.0046
"Consultancy to Conduct Implementation Research on iron and folate containing supplements among adolescent girls and pregnant women in 13 districts (Luapula, Northwestern, Eastern & Lusaka) Provinces of Zambia",ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
Request for Quotation – WSIS FORUM 2026 INTERACTIVE DIGITAL BOOTHS,ungm,Others,CONSULTING,NLP,False,0.0459
Supply of Laboratory Equipment (Part CXVII) for SES of the Republic of Uzbekistan,ungm,GOODS,GOODS,Layer 1,False,1.0
IT Equipment and accessories needed for PROSPECTS Project Lebanon,ungm,GOODS,GOODS,NLP,False,0.1106
ITB # 136574 - Package # 15 – AF2 IS: Rehabilitation of the Irrigation Scheme 1. Petab Joy and 2. Sorkh Kawak Cluster Canals in the Waras District of Bamyan Province in the Central Highland/Bamyan Region,ungm,WORKS,WORKS,Layer 1,False,1.0
Furniture For UNRWA Schools 2026,ungm,GOODS,GOODS,Layer 1,False,1.0
Procurement of Packaging Material,ungm,GOODS,GOODS,Layer 1,False,1.0
"RFQ for Construction of plum concrete street and Upgrading of streets with plum concrete surface in District #7, Jalalabad City (2 Lots) - Afghanistan",ungm,WORKS,WORKS,Layer 1,False,1.0
Purchase of IT equipment and Cartridges for UNMAS South Sudan,ungm,GOODS,GOODS,Layer 1,False,1.0
"Appel d’offres – RFQ No. 02/2026 : Achat d’équipements, de réactifs et de consommables pour le renforcement du laboratoire de l’antibiorésistance",ungm,GOODS,GOODS,NLP,False,0.1486
"Call for External Collaborator for copy editing and proofreading of Health Report of Equality at work project of International Labour Organization Amman, Jordan",ungm,Others,CONSULTING,Layer 1,False,1.0
Call for External Collaborator – Review of Kenya’s 3rd generation Decent Work Country Programme (DWCP) 2021-2024 extended to December 2025,ungm,CONSULTING,CONSULTING,Layer 1,False,1.0
RFQ - Supply and Delivery of Water Level Indicator/ Deep Water Well Meter for Ministry of Irrigation and Lowlands/MILS- Ethiopia,ungm,WORKS,GOODS,Layer 1,False,1.0
"Procurement of Fertilizers - Pesticides (relaunch, local suppliers)",ungm,GOODS,GOODS,Layer 1,False,1.0
"Call for External Collaborator for copy editing and proofreading of Health Report of Equality at work project of International Labour Organization Amman, Jordan",ungm,Others,CONSULTING,Layer 1,False,1.0
"ITB Construction Contract for Small Works - Rehabilitation/Modernization of Irrigation Infrastructure in Missan Governorate, Iraq-LF0, LF1, LF2 Canals - Kumeit District, Iraq",ungm,WORKS,WORKS,Layer 1,False,1.0
"RFI - The Supply, Delivery, Infrastructure, Installation, Commissioning, and Training of Multi-Hazard Early Warning Systems (EWS) in Syria",ungm,WORKS,GOODS,NLP,False,0.0359
