id,tender_id,source_portal,title_clean,country_name_normalized,sector,procurement_group,budget,currency,days_to_deadline,status_normalized,lifecycle_stage,notice_type_normalized,procurement_method_name,organisation_name,funding_agency,enrichment_status,go_no_go,score_breakdown
12089,1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,Mozambique,"[""Social Protection & Poverty Reduction""]",WORKS,500000.0,USD,49,open,procurement,Invitation for Bids,Request for Bids,National Road Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=medium(460,000€)(2.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=49d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
13520,1432,ungm,Suministro de Refacciones (Piezas) para Equipo Pesado del Ministerio de Obras Públicas (MOP) a Nivel Nacional,Panama,"[""Government Reform & Public Administration""]",WORKS,,,8,open,procurement,Request for Quotation,,UNOPS,UNOPS,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Government Reform & Public Administration(3.0) | budget=unknown(1.0) | country=Panama(tier3=1.0) | funding_agency=UNOPS(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13521,1433,ungm,Invitation to Bid (ITB) - Refurbishment of Biocontrol Laboratory under Project GCP/GLO/479/CPR,Ghana,"[""Others""]",Others,,,0,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Others(0.0) | budget=unknown(1.0) | country=Ghana(tier1=3.0) | funding_agency=FAO(1.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13522,1434,ungm,TRAVAUX DE RENOVATION DU SYSTEME ELECTRIQUE DE LA Food and Agriculture Organization NIGER,Niger,"[""Energy & Utilities""]",WORKS,,,11,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Niger(tier1=3.0) | funding_agency=FAO(1.0) | deadline=11d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13523,1435,ungm,Fuel Monitoring System,Lebanon,"[""Risk & Compliance""]",Others,,,7,open,procurement,Invitation for Bids,,UNRWA,UNRWA,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Lebanon(tier2=2.0) | funding_agency=UNRWA(unknown=1.0) | deadline=7d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
13524,1436,ungm,"ACHAT DE SEMENCES PLUVIALES (mil, sorgho, niébé, arachide, sésame, G4 de mil, G4 de niébé)",Niger,"[""Agriculture & Food Security""]",GOODS,,,8,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Niger(tier1=3.0) | funding_agency=FAO(1.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13525,1437,ungm,Procurement of Minerals Supplement and Multivitamin Supplement,Eritrea,"[""Mining & Natural Resources""]",GOODS,,,7,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Mining & Natural Resources(1.0) | budget=unknown(1.0) | country=Eritrea(tier1=3.0) | funding_agency=FAO(1.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13526,1438,ungm,Servicio de soporte técnico audiovisual para reuniones y eventos - RFQ/66/2026/MIP/ROLAC,Peru,"[""Marketing & Customer Experience""]",Others,,,7,open,procurement,Request for Quotation,,ILO,ILO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Peru(tier3=1.0) | funding_agency=ILO(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
13527,1439,ungm,"ESTABLISHMENT OF THE NATIONAL B2B, B2C EXPORT E-COMMERCE MARKETPLACE FOR PROMOTION OF NATIONAL HAND IN HAND PRIORITY PRODUCTS",Mongolia,"[""Marketing & Customer Experience""]",Others,,,0,open,procurement,Request for Proposals,,FAO,FAO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Mongolia(tier3=1.0) | funding_agency=FAO(1.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13528,1440,ungm,Convocatoria para elaboración de estudio del entorno empresarial y desarrollo de propuestas de reforma orientadas a las MiPymes del sector comercio y servicios en Uruguay,Uruguay,"[""Business Strategy & Performance"", ""Organizational Reform & HR Management""]",Others,,,7,open,procurement,Request for Quotation,,ILO,ILO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Uruguay(tier3=1.0) | funding_agency=ILO(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
13529,1441,ungm,"Contratación de un Hotel en Bogotá que preste el servicio de Alojamiento y alquiler de Salón, Ayudas Audiovisuales y Catering, para el “Programa de Formación de Jueces Laborales en Colombia""",Colombia,"[""Marketing & Customer Experience""]",NON-CONSULTING,,,15,open,procurement,Request for Quotation,,ILO,ILO,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Colombia(tier3=1.0) | funding_agency=ILO(3.0) | deadline=15d(urgent=2.0) | TOTAL=10.0/13.0 → NO GO
13530,1442,ungm,Convocatoria de servicios para la Implementación de la campaña de difusión piloto experimental de formalización del trabajo en casas particulares,Argentina,"[""Construction & Infrastructure"", ""Organizational Reform & HR Management""]",GOODS,,,15,open,procurement,Request for Quotation,,ILO,ILO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Organizational Reform & HR Management(3.0) | budget=unknown(1.0) | country=Argentina(tier3=1.0) | funding_agency=ILO(3.0) | deadline=15d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
13531,1443,ungm,One-month Civil Registration Media Campaign- Social media platforms,Somalia,"[""Marketing & Customer Experience""]",Others,,,12,open,procurement,Request for Quotation,,IOM,IOM,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Somalia(tier1=3.0) | funding_agency=IOM(1.0) | deadline=12d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
13532,1444,ungm,GCF (PEARL) x Invitation to Bid (ITB) x Supply and installation of eighty-nine (89) net houses with drip irrigation system at Siem Reap Province,Cambodia,"[""Water, Sanitation & Waste""]",WORKS,,,3,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Cambodia(tier3=1.0) | funding_agency=FAO(1.0) | deadline=3d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)"
13533,1445,ungm,Security Assessment Services,Multiple Destinations,"[""Cybersecurity & Data Security""]",CONSULTING,,,7,open,procurement,Request for Proposals,,UNICC,UNICC,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Cybersecurity & Data Security(2.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=UNICC(unknown=1.0) | deadline=7d(very_urgent=3.0) | TOTAL=11.0/13.0 → NO GO
13534,1446,ungm,External Collaboration Contract_Update the EPIC Legal Database (Phase II),Multiple Destinations,"[""Justice & Rule of Law""]",Others,,,18,open,procurement,Expression of Interest,,ILO,ILO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Justice & Rule of Law(1.5) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=ILO(3.0) | deadline=18d(urgent=2.0) | TOTAL=10.0/13.0 → NO GO
13535,1447,ungm,"GCP /SEC/027/PAF: Provision of conference and catering services for ""Zoonotic infections and their impact""",Kyrgyzstan,"[""Health & Life Sciences""]",NON-CONSULTING,,,9,open,procurement,Request for Quotation,,FAO,FAO,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Kyrgyzstan(tier3=1.0) | funding_agency=FAO(1.0) | deadline=9d(very_urgent=3.0) | TOTAL=8.0/13.0 → NO GO
13536,1448,ungm,DEMANDE DE PROPOSITION POUR LE TRANSPORT DES MIGRANTS,Multiple Destinations,"[""Social Protection & Poverty Reduction"", ""Transport & Logistics""]",Others,,,8,open,procurement,Request for Proposals,,IOM,IOM,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=IOM(1.0) | deadline=8d(very_urgent=3.0) | TOTAL=9.0/13.0 → NO GO
13537,1449,ungm,4008: Procurement of fruit seedlings and vegetable seeds,Kyrgyzstan,"[""Agriculture & Food Security""]",GOODS,,,9,open,procurement,Request for Quotation,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Kyrgyzstan(tier3=1.0) | funding_agency=FAO(1.0) | deadline=9d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13538,1450,ungm,LTA - Expression of Interest (EOI (EOI) - Car Rental Services Mozambique,Mozambique,"[""Social Protection & Poverty Reduction""]",Others,,,3,open,procurement,Request for Proposals,,WHO,WHO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Mozambique(tier1=3.0) | funding_agency=WHO(1.0) | deadline=3d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13539,1451,ungm,(RFQ): Provision of Vehicle Repair Services,Uganda,"[""Risk & Compliance""]",GOODS,,,19,open,procurement,Request for Quotation,,ILO,ILO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Uganda(tier1=3.0) | funding_agency=ILO(3.0) | deadline=19d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
13540,1452,ungm,"Rehabilitation and Improvement of Regional Fisheries Research Center (RFRC) Bongao, Tawi-Tawi Philippines",Philippines,"[""Agriculture & Food Security""]",WORKS,,,1,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Philippines(tier3=1.0) | funding_agency=FAO(1.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13541,1453,ungm,GET Ahead Trainer Training and Certification,Kenya,"[""Education & Training""]",Others,,,14,open,procurement,Expression of Interest,,ILO,ILO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=ILO(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=12.5/13.0 → NO GO
13542,1454,ungm,Achat de 10 voitures citadines,Tunisia,"[""Transport & Logistics""]",GOODS,,,5,open,procurement,Request for Quotation,,UNOPS,UNOPS,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Tunisia(tier1=3.0) | funding_agency=UNOPS(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13543,1455,ungm,The Provision of Rehabilitation Services for Persons with Disabilities through Inclusive Mobile Outreach Units in the Southern Area. for local suppliers only,Palestine,"[""Social Protection & Poverty Reduction""]",WORKS,,,5,open,procurement,Request for Proposals,,UNRWA,UNRWA,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Palestine(tier2=2.0) | funding_agency=UNRWA(unknown=1.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13544,1456,ungm,The Provision of Rehabilitation Services for Persons with Disabilities through Inclusive Mobile Outreach Units in the Central Area. For local suppliers only,Palestine,"[""Social Protection & Poverty Reduction""]",WORKS,,,5,open,procurement,Request for Proposals,,UNRWA,UNRWA,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Palestine(tier2=2.0) | funding_agency=UNRWA(unknown=1.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13545,1457,ungm,(RFQ) for the Provision of Consultancy Services for Establishing a Regulatory Fast-Track Platform for SLEWRC,Sierra Leone,"[""Risk & Compliance""]",CONSULTING,,,8,open,procurement,Request for Quotation,,UNOPS,UNOPS,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Sierra Leone(tier1=3.0) | funding_agency=UNOPS(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=16.0/13.0 → GO
13546,1458,ungm,The Provision of Rehabilitation Services for Persons with Disabilities through Inclusive Mobile Outreach Units in the Northern Area. - local suppliers only,Palestine,"[""Social Protection & Poverty Reduction""]",WORKS,,,5,open,procurement,Request for Proposals,,UNRWA,UNRWA,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Palestine(tier2=2.0) | funding_agency=UNRWA(unknown=1.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13547,1459,ungm,"ITB # 136246 - Package # 7 – IS: Restoration of the Irrigation Scheme of Ety Aregh Canals in the Almar District of Faryab Province, North/Mazar Regional Office of Afghanistan",Afghanistan,"[""Water, Sanitation & Waste""]",WORKS,,,7,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Afghanistan(tier3=1.0) | funding_agency=FAO(1.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
13548,1460,ungm,"136253-Contratación de Servicios Comerciales en: Fortalecimiento de capacidades para el uso de Buenas Prácticas de Manufactura, procesos de certificación, inocuidad y trazabilidad, en la transformación de la producción agropecuaria",Guatemala,"[""Agriculture & Food Security""]",Others,,,2,open,procurement,Request for Proposals,,FAO,FAO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Guatemala(tier3=1.0) | funding_agency=FAO(1.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13549,1461,ungm,"Tender No.2026/FAPHI/FAPHI/136252- Services for Baseline Assessment, Inventory, Mapping, and Technical Design for Urban Aquaculture Pilot Development",Philippines,"[""Agriculture & Food Security""]",CONSULTING,,,2,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Philippines(tier3=1.0) | funding_agency=FAO(1.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13550,1462,ungm,Local de eventos para retiro y team building de oficina,Chile,"[""Organizational Reform & HR Management""]",WORKS,,,1,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Organizational Reform & HR Management(3.0) | budget=unknown(1.0) | country=Chile(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13551,1463,ungm,"Procurement of Ebola Vaccines of assured quality for Stockpiling and Use, including stockpile management, storage, maintenance, replenishment, delivery and destruction of vaccines upon expiry",Multiple Destinations,"[""Health & Life Sciences""]",GOODS,,,10,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=10d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13552,1464,ungm,(RFP) for the Provision of Evaluation of International Organization for Migration's Approach to Regular Migration Pathways Services,Switzerland,"[""Social Protection & Poverty Reduction""]",CONSULTING,,,5,open,procurement,Request for Proposals,,IOM,IOM,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Switzerland(tier3=1.0) | funding_agency=IOM(1.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13553,1465,ungm,INVITATION TO BID: ITB-PSP-IT-2026-001 FOR THE ESTABLISHMENT OF A FRAME AGREEMENT FOR THE PROVISION OF PRINTING SERVICES FOR FACE-TO-FACE AND PPH MATERIALS IN ITALY,Italy,"[""Others""]",NON-CONSULTING,,,3,open,procurement,Invitation for Bids,,UNHCR,UNHCR,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Italy(tier3=1.0) | funding_agency=UNHCR(1.5) | deadline=3d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13554,1466,ungm,LOTE I: Latrinas e Sistemas de Energia em Escolas LOTE II: Furos de Agua e Sistemas Fotovoltáicos em Escolas,Guinea-Bissau,"[""Education & Training""]",Others,,,1,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Guinea-Bissau(tier1=3.0) | funding_agency=UNICEF(1.5) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13555,1467,ungm,"EXPRESSION OF INTEREST FOR SUPPLY OF LOCALLY PRODUCED RICE, BEANS AND IODIZED SALT",Multiple Destinations,"[""Agriculture & Food Security""]",GOODS,,,2,open,procurement,Expression of Interest,,WFP,WFP,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=WFP(1.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13556,1468,ungm,"Long-Term Agreement for Provision of computer-assisted translation, terminology, editing, search and translation management tools for World Health Organization language services",Switzerland,"[""Enterprise IT & Systems Implementation""]",GOODS,,,9,open,procurement,Request for Proposals,,WHO,WHO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Enterprise IT & Systems Implementation(3.0) | budget=unknown(1.0) | country=Switzerland(tier3=1.0) | funding_agency=WHO(1.0) | deadline=9d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13557,1469,ungm,"FOR THE RENOVATION AND INSTALLATION OF SOLAR SYSTEM AT YELEWATA PRIMARY SCHOOL, BENUE STATE",Nigeria,"[""Energy & Utilities""]",WORKS,,,1,open,procurement,Invitation for Bids,,UNHCR,UNHCR,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Nigeria(tier1=3.0) | funding_agency=UNHCR(1.5) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13558,1470,ungm,"RFP9203178 Campaña Comunitaria SBC CCC para Contratación de Consultoría para la implementación, monitoreo y escalamiento de la campaña comunitaria Come como Campeón y Campeona",Mexico,"[""Marketing & Customer Experience""]",CONSULTING,,,7,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Mexico(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=7d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
13559,1471,ungm,Location de véhicule toit terrain (tout type) avec chauffeur et manutentionnaire,Haiti,"[""Transport & Logistics""]",NON-CONSULTING,,,6,open,procurement,Request for Proposals,,IOM,IOM,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Haiti(tier3=1.0) | funding_agency=IOM(1.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13560,1472,ungm,Provision of External Evaluation of the Regional Development and Protection Services,Egypt,"[""Risk & Compliance""]",CONSULTING,,,2,open,procurement,Request for Quotation,,IOM,IOM,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Egypt(tier1=3.0) | funding_agency=IOM(1.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13561,1473,ungm,Computing and Audiovisual Equipment for RSMC Nairobi,Kenya,"[""Enterprise IT & Systems Implementation"", ""Digital Transformation""]",GOODS,,,5,open,procurement,Request for Quotation,,WMO,WMO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Enterprise IT & Systems Implementation(3.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=WMO(unknown=1.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13562,1474,ungm,Consultation Nationale pour le recrutement des entreprises spécialisées dans la réalisation d'un forage équipé d'une pompe solaire pour alimenter le Bureau de 4 Agences des Nations Unies,Burundi,"[""Enterprise IT & Systems Implementation""]",Others,,,2,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Enterprise IT & Systems Implementation(3.0) | budget=unknown(1.0) | country=Burundi(tier1=3.0) | funding_agency=UNICEF(1.5) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
